dataset_uuid,tag_name
603f45fe-5822-4077-8a13-d3826f2a3f9f,time-series
603f45fe-5822-4077-8a13-d3826f2a3f9f,satellite
603f45fe-5822-4077-8a13-d3826f2a3f9f,survey
c036fe05-fc8c-4ed9-90d7-a3bca25c9658,survey
c036fe05-fc8c-4ed9-90d7-a3bca25c9658,earthquake
c036fe05-fc8c-4ed9-90d7-a3bca25c9658,procurement
c036fe05-fc8c-4ed9-90d7-a3bca25c9658,demographics
c036fe05-fc8c-4ed9-90d7-a3bca25c9658,transportation
ac1adb16-e10f-4fbf-a534-04c019b6b20e,contracts
ac1adb16-e10f-4fbf-a534-04c019b6b20e,time-series
ac1adb16-e10f-4fbf-a534-04c019b6b20e,grants
ac1adb16-e10f-4fbf-a534-04c019b6b20e,mortality
ac1adb16-e10f-4fbf-a534-04c019b6b20e,climate-change
b73f3ca5-1c1f-4e7b-a3a1-b44b2eada8ce,inflation
b73f3ca5-1c1f-4e7b-a3a1-b44b2eada8ce,climate-change
b73f3ca5-1c1f-4e7b-a3a1-b44b2eada8ce,demographics
b73f3ca5-1c1f-4e7b-a3a1-b44b2eada8ce,open-data
8a5e7e9a-47cf-4ba8-a3d7-31676c3aeea6,satellite
8a5e7e9a-47cf-4ba8-a3d7-31676c3aeea6,inflation
8a5e7e9a-47cf-4ba8-a3d7-31676c3aeea6,demographics
8a5e7e9a-47cf-4ba8-a3d7-31676c3aeea6,json
8a5e7e9a-47cf-4ba8-a3d7-31676c3aeea6,hurricane
8a5e7e9a-47cf-4ba8-a3d7-31676c3aeea6,state
b8cc9586-1fbd-4290-b952-894dfb88429e,energy
b8cc9586-1fbd-4290-b952-894dfb88429e,gis
851b58f7-b1ed-494d-bd47-1bde08b80197,vaccination
851b58f7-b1ed-494d-bd47-1bde08b80197,geojson
851b58f7-b1ed-494d-bd47-1bde08b80197,energy
4fda923a-c5c0-4561-b539-7f4e08d9d83e,open-data
4fda923a-c5c0-4561-b539-7f4e08d9d83e,covid-19
4fda923a-c5c0-4561-b539-7f4e08d9d83e,grants
4fda923a-c5c0-4561-b539-7f4e08d9d83e,education
4fda923a-c5c0-4561-b539-7f4e08d9d83e,hurricane
5c4e1f84-d326-4904-b14e-43dfa4d39f15,geojson
5c4e1f84-d326-4904-b14e-43dfa4d39f15,remote-sensing
1099474f-740f-47ea-92e9-45492707fca8,hurricane
1099474f-740f-47ea-92e9-45492707fca8,tax
767012f8-127b-4d04-9f69-87e17c8a5d0e,open-data
767012f8-127b-4d04-9f69-87e17c8a5d0e,annual
767012f8-127b-4d04-9f69-87e17c8a5d0e,population
767012f8-127b-4d04-9f69-87e17c8a5d0e,state
52c43ee8-283a-46ac-890a-db02158bf626,census
52c43ee8-283a-46ac-890a-db02158bf626,public-safety
52c43ee8-283a-46ac-890a-db02158bf626,gis
52c43ee8-283a-46ac-890a-db02158bf626,wildfire
52c43ee8-283a-46ac-890a-db02158bf626,remote-sensing
52c43ee8-283a-46ac-890a-db02158bf626,federal
8f1700f3-a423-4cb1-af44-b454a3d8daea,earthquake
8f1700f3-a423-4cb1-af44-b454a3d8daea,survey
6a5b9716-a884-4d19-9a26-1afd667facb2,census
6a5b9716-a884-4d19-9a26-1afd667facb2,water-quality
6a5b9716-a884-4d19-9a26-1afd667facb2,housing
6a5b9716-a884-4d19-9a26-1afd667facb2,inflation
f82889cf-6105-47f2-bc11-c8329dc6d4a0,air-quality
f82889cf-6105-47f2-bc11-c8329dc6d4a0,remote-sensing
f82889cf-6105-47f2-bc11-c8329dc6d4a0,procurement
f82889cf-6105-47f2-bc11-c8329dc6d4a0,health
f82889cf-6105-47f2-bc11-c8329dc6d4a0,employment
d845cb00-3a9b-446c-aacf-1031f9dbafe5,agriculture
d845cb00-3a9b-446c-aacf-1031f9dbafe5,federal
d845cb00-3a9b-446c-aacf-1031f9dbafe5,biodiversity
d845cb00-3a9b-446c-aacf-1031f9dbafe5,satellite
d845cb00-3a9b-446c-aacf-1031f9dbafe5,air-quality
3353aa6c-f3e8-43a3-88fd-b67f265ae986,local
3353aa6c-f3e8-43a3-88fd-b67f265ae986,mortality
3353aa6c-f3e8-43a3-88fd-b67f265ae986,vaccination
3353aa6c-f3e8-43a3-88fd-b67f265ae986,employment
3353aa6c-f3e8-43a3-88fd-b67f265ae986,statistics
3353aa6c-f3e8-43a3-88fd-b67f265ae986,public-safety
5d44ddab-f65c-4764-88a8-51dbe7eb447f,wildfire
5d44ddab-f65c-4764-88a8-51dbe7eb447f,satellite
cdcfd5f6-0cbc-4c8a-9012-7ee166960c49,json
cdcfd5f6-0cbc-4c8a-9012-7ee166960c49,wildfire
0a93a0d8-43cb-495e-b47f-d1b6106cc535,gis
0a93a0d8-43cb-495e-b47f-d1b6106cc535,infrastructure
0a93a0d8-43cb-495e-b47f-d1b6106cc535,earthquake
0a93a0d8-43cb-495e-b47f-d1b6106cc535,geojson
0a93a0d8-43cb-495e-b47f-d1b6106cc535,census
df1737bd-0eae-4d6d-9bec-414af21920f1,geojson
df1737bd-0eae-4d6d-9bec-414af21920f1,agriculture
df1737bd-0eae-4d6d-9bec-414af21920f1,time-series
df1737bd-0eae-4d6d-9bec-414af21920f1,climate-change
df1737bd-0eae-4d6d-9bec-414af21920f1,grants
df1737bd-0eae-4d6d-9bec-414af21920f1,vaccination
a5afd6db-cf4a-4d45-aa3b-4db615ef2c69,open-data
a5afd6db-cf4a-4d45-aa3b-4db615ef2c69,agriculture
4bd7cd32-789d-44db-91e1-d16b7b8b78d2,environment
4bd7cd32-789d-44db-91e1-d16b7b8b78d2,climate-change
93446be4-fa46-404d-b778-33285a906b20,census
93446be4-fa46-404d-b778-33285a906b20,air-quality
215d88be-e1a8-43b0-bcca-75be1f75503d,agriculture
215d88be-e1a8-43b0-bcca-75be1f75503d,census
215d88be-e1a8-43b0-bcca-75be1f75503d,real-time
215d88be-e1a8-43b0-bcca-75be1f75503d,api
215d88be-e1a8-43b0-bcca-75be1f75503d,state
0cec39be-904f-4069-97c4-ef4081f4f5c4,agriculture
0cec39be-904f-4069-97c4-ef4081f4f5c4,climate-change
0cec39be-904f-4069-97c4-ef4081f4f5c4,water-quality
0cec39be-904f-4069-97c4-ef4081f4f5c4,vaccination
bb35aaa2-b64b-445c-9682-89d85c399371,remote-sensing
bb35aaa2-b64b-445c-9682-89d85c399371,covid-19
3af6c0c2-2fd7-4377-9421-aff9486718fa,json
3af6c0c2-2fd7-4377-9421-aff9486718fa,environment
3af6c0c2-2fd7-4377-9421-aff9486718fa,budget
3af6c0c2-2fd7-4377-9421-aff9486718fa,employment
3bc282f6-e82f-45a6-8498-4ba87c63f1b3,health
3bc282f6-e82f-45a6-8498-4ba87c63f1b3,tax
3bc282f6-e82f-45a6-8498-4ba87c63f1b3,flood
3bc282f6-e82f-45a6-8498-4ba87c63f1b3,api
3bc282f6-e82f-45a6-8498-4ba87c63f1b3,contracts
099491ba-0a83-4af5-859e-5fe072a2627d,finance
099491ba-0a83-4af5-859e-5fe072a2627d,tax
099491ba-0a83-4af5-859e-5fe072a2627d,statistics
35299406-ef64-4174-b33b-0aa8fe44a5c8,energy
35299406-ef64-4174-b33b-0aa8fe44a5c8,census
35299406-ef64-4174-b33b-0aa8fe44a5c8,vaccination
d91fdfa4-ba2f-4b1c-a680-3acb75d07dd7,gis
d91fdfa4-ba2f-4b1c-a680-3acb75d07dd7,grants
d91fdfa4-ba2f-4b1c-a680-3acb75d07dd7,gdp
d91fdfa4-ba2f-4b1c-a680-3acb75d07dd7,json
d91fdfa4-ba2f-4b1c-a680-3acb75d07dd7,annual
62e36a39-d4d7-4ea4-8591-2694a46308b6,local
62e36a39-d4d7-4ea4-8591-2694a46308b6,finance
62e36a39-d4d7-4ea4-8591-2694a46308b6,api
62e36a39-d4d7-4ea4-8591-2694a46308b6,state
a6e5bab2-b555-469b-a516-8567ce175e0e,time-series
a6e5bab2-b555-469b-a516-8567ce175e0e,local
a6e5bab2-b555-469b-a516-8567ce175e0e,covid-19
a6e5bab2-b555-469b-a516-8567ce175e0e,health
a6e5bab2-b555-469b-a516-8567ce175e0e,satellite
a6e5bab2-b555-469b-a516-8567ce175e0e,procurement
ae82e2d3-a500-485f-8ccc-f4fb2694b41f,employment
ae82e2d3-a500-485f-8ccc-f4fb2694b41f,air-quality
ae82e2d3-a500-485f-8ccc-f4fb2694b41f,vaccination
ae82e2d3-a500-485f-8ccc-f4fb2694b41f,budget
ae82e2d3-a500-485f-8ccc-f4fb2694b41f,gis
ae82e2d3-a500-485f-8ccc-f4fb2694b41f,earthquake
7d1ddecb-83d3-4131-a1b1-6ef0b4a4d292,employment
7d1ddecb-83d3-4131-a1b1-6ef0b4a4d292,federal
f1d06af6-7212-4ea4-801e-b10e4c7f9ed9,wildfire
f1d06af6-7212-4ea4-801e-b10e4c7f9ed9,annual
4f0f0bbc-5be9-473a-8971-2bb8aa3918f8,finance
4f0f0bbc-5be9-473a-8971-2bb8aa3918f8,transportation
4f0f0bbc-5be9-473a-8971-2bb8aa3918f8,local
4f0f0bbc-5be9-473a-8971-2bb8aa3918f8,flood
0793cafa-1513-41d4-8015-c6428356e7e0,flood
0793cafa-1513-41d4-8015-c6428356e7e0,mapping
0793cafa-1513-41d4-8015-c6428356e7e0,wildfire
ff55ac19-5e8e-400e-b9f5-00177a5f323b,federal
ff55ac19-5e8e-400e-b9f5-00177a5f323b,hurricane
ff55ac19-5e8e-400e-b9f5-00177a5f323b,agriculture
ff55ac19-5e8e-400e-b9f5-00177a5f323b,mapping
ff55ac19-5e8e-400e-b9f5-00177a5f323b,census
ff55ac19-5e8e-400e-b9f5-00177a5f323b,vaccination
6216df7f-afd7-43bd-82a0-4be0189db5f7,csv
6216df7f-afd7-43bd-82a0-4be0189db5f7,procurement
6216df7f-afd7-43bd-82a0-4be0189db5f7,hurricane
3cf27400-8682-4be6-8fc7-927c9f2211c7,housing
3cf27400-8682-4be6-8fc7-927c9f2211c7,satellite
3cf27400-8682-4be6-8fc7-927c9f2211c7,hurricane
a1e9d1c2-e50e-4353-9542-0d23e02bd222,spending
a1e9d1c2-e50e-4353-9542-0d23e02bd222,federal
a1e9d1c2-e50e-4353-9542-0d23e02bd222,json
5cf27dc3-1168-4b1e-a48f-73234a8716b5,inflation
5cf27dc3-1168-4b1e-a48f-73234a8716b5,covid-19
5cf27dc3-1168-4b1e-a48f-73234a8716b5,infrastructure
5cf27dc3-1168-4b1e-a48f-73234a8716b5,time-series
5cf27dc3-1168-4b1e-a48f-73234a8716b5,satellite
5cf27dc3-1168-4b1e-a48f-73234a8716b5,json
83e66125-d398-4cd7-9286-1a0900c999e9,mortality
83e66125-d398-4cd7-9286-1a0900c999e9,procurement
69e256b5-f7af-452c-aa5c-2047f8324b35,geojson
69e256b5-f7af-452c-aa5c-2047f8324b35,federal
69e256b5-f7af-452c-aa5c-2047f8324b35,agriculture
69e256b5-f7af-452c-aa5c-2047f8324b35,transportation
69e256b5-f7af-452c-aa5c-2047f8324b35,finance
69e256b5-f7af-452c-aa5c-2047f8324b35,json
f82b414b-c1bb-4b3a-a3a4-40fee0fffbf0,local
f82b414b-c1bb-4b3a-a3a4-40fee0fffbf0,json
f82b414b-c1bb-4b3a-a3a4-40fee0fffbf0,covid-19
f82b414b-c1bb-4b3a-a3a4-40fee0fffbf0,health
e5e2a6a4-06f7-4a97-aa7d-3369f60ced91,infrastructure
e5e2a6a4-06f7-4a97-aa7d-3369f60ced91,hurricane
e5e2a6a4-06f7-4a97-aa7d-3369f60ced91,flood
a161b936-7c78-40f6-92fb-48e361a716f0,finance
a161b936-7c78-40f6-92fb-48e361a716f0,infrastructure
6633cf17-8544-4f46-ba71-6234cdbc3b0c,biodiversity
6633cf17-8544-4f46-ba71-6234cdbc3b0c,contracts
6633cf17-8544-4f46-ba71-6234cdbc3b0c,vaccination
6633cf17-8544-4f46-ba71-6234cdbc3b0c,climate-change
6633cf17-8544-4f46-ba71-6234cdbc3b0c,json
6633cf17-8544-4f46-ba71-6234cdbc3b0c,spending
052e3204-7a4a-4dd9-889f-e4d2c380e930,biodiversity
052e3204-7a4a-4dd9-889f-e4d2c380e930,state
052e3204-7a4a-4dd9-889f-e4d2c380e930,gdp
052e3204-7a4a-4dd9-889f-e4d2c380e930,remote-sensing
3b123a2e-3898-4be2-bfd6-94af5367d6ae,education
3b123a2e-3898-4be2-bfd6-94af5367d6ae,biodiversity
3b123a2e-3898-4be2-bfd6-94af5367d6ae,hurricane
47906f0e-2b1e-4760-ad05-ba8615fba413,agriculture
47906f0e-2b1e-4760-ad05-ba8615fba413,contracts
47906f0e-2b1e-4760-ad05-ba8615fba413,statistics
47906f0e-2b1e-4760-ad05-ba8615fba413,environment
47906f0e-2b1e-4760-ad05-ba8615fba413,satellite
3b7090b3-222a-4763-9e46-5fbeb37bf0c0,remote-sensing
3b7090b3-222a-4763-9e46-5fbeb37bf0c0,energy
3b7090b3-222a-4763-9e46-5fbeb37bf0c0,real-time
3b7090b3-222a-4763-9e46-5fbeb37bf0c0,gdp
3b7090b3-222a-4763-9e46-5fbeb37bf0c0,housing
3b7090b3-222a-4763-9e46-5fbeb37bf0c0,water-quality
0202ea0c-3159-4f54-bc53-a868ed6a7ecc,education
0202ea0c-3159-4f54-bc53-a868ed6a7ecc,json
0202ea0c-3159-4f54-bc53-a868ed6a7ecc,grants
0202ea0c-3159-4f54-bc53-a868ed6a7ecc,tax
c700beef-b582-4390-be1c-593e78801cf7,time-series
c700beef-b582-4390-be1c-593e78801cf7,gdp
3aed8da1-5977-4854-9f1c-9e7bfb593d80,flood
3aed8da1-5977-4854-9f1c-9e7bfb593d80,open-data
3aed8da1-5977-4854-9f1c-9e7bfb593d80,transportation
3aed8da1-5977-4854-9f1c-9e7bfb593d80,public-safety
e2f8d682-c566-45c1-b3dc-0c458650f0a3,gdp
e2f8d682-c566-45c1-b3dc-0c458650f0a3,earthquake
e2f8d682-c566-45c1-b3dc-0c458650f0a3,mapping
62e2c67e-dadf-480f-a034-9eeb1b3c5444,energy
62e2c67e-dadf-480f-a034-9eeb1b3c5444,mortality
62e2c67e-dadf-480f-a034-9eeb1b3c5444,employment
62e2c67e-dadf-480f-a034-9eeb1b3c5444,json
62e2c67e-dadf-480f-a034-9eeb1b3c5444,vaccination
5045b8c3-bff4-445c-8644-82d254bb09af,annual
5045b8c3-bff4-445c-8644-82d254bb09af,csv
5045b8c3-bff4-445c-8644-82d254bb09af,mapping
5045b8c3-bff4-445c-8644-82d254bb09af,earthquake
5045b8c3-bff4-445c-8644-82d254bb09af,housing
5045b8c3-bff4-445c-8644-82d254bb09af,biodiversity
f0525d38-aeb2-4e7f-a9fd-60ffff67ea27,census
f0525d38-aeb2-4e7f-a9fd-60ffff67ea27,inflation
ed8dbb6e-c5cb-4a1f-b317-dd6dd8cff788,open-data
ed8dbb6e-c5cb-4a1f-b317-dd6dd8cff788,survey
ed8dbb6e-c5cb-4a1f-b317-dd6dd8cff788,vaccination
ed8dbb6e-c5cb-4a1f-b317-dd6dd8cff788,api
15fd3d6b-c2c0-448a-b271-105b24fe3f6c,geojson
15fd3d6b-c2c0-448a-b271-105b24fe3f6c,finance
15fd3d6b-c2c0-448a-b271-105b24fe3f6c,climate-change
15fd3d6b-c2c0-448a-b271-105b24fe3f6c,inflation
15fd3d6b-c2c0-448a-b271-105b24fe3f6c,local
15fd3d6b-c2c0-448a-b271-105b24fe3f6c,flood
f12c32ad-e201-4f98-b099-091f2fc93bb7,housing
f12c32ad-e201-4f98-b099-091f2fc93bb7,local
f12c32ad-e201-4f98-b099-091f2fc93bb7,health
f12c32ad-e201-4f98-b099-091f2fc93bb7,remote-sensing
8e4862a4-50ee-4d4a-b108-3ae00b2a472b,biodiversity
8e4862a4-50ee-4d4a-b108-3ae00b2a472b,hurricane
8e4862a4-50ee-4d4a-b108-3ae00b2a472b,annual
8e4862a4-50ee-4d4a-b108-3ae00b2a472b,satellite
8e4862a4-50ee-4d4a-b108-3ae00b2a472b,state
1e874911-75f8-415d-ab3a-d64505c07ad2,procurement
1e874911-75f8-415d-ab3a-d64505c07ad2,survey
1e874911-75f8-415d-ab3a-d64505c07ad2,infrastructure
1e874911-75f8-415d-ab3a-d64505c07ad2,json
1e874911-75f8-415d-ab3a-d64505c07ad2,census
54450956-a7ec-4a1b-96b9-5aedc63d7b45,demographics
54450956-a7ec-4a1b-96b9-5aedc63d7b45,health
54450956-a7ec-4a1b-96b9-5aedc63d7b45,satellite
54450956-a7ec-4a1b-96b9-5aedc63d7b45,remote-sensing
54450956-a7ec-4a1b-96b9-5aedc63d7b45,mortality
54450956-a7ec-4a1b-96b9-5aedc63d7b45,federal
e0930d21-c48d-4c1c-afd8-1ef08d34dc57,energy
e0930d21-c48d-4c1c-afd8-1ef08d34dc57,real-time
e0930d21-c48d-4c1c-afd8-1ef08d34dc57,environment
d49df10c-63a6-4ce5-bea7-2ab7e6455c21,mortality
d49df10c-63a6-4ce5-bea7-2ab7e6455c21,tax
d49df10c-63a6-4ce5-bea7-2ab7e6455c21,housing
d49df10c-63a6-4ce5-bea7-2ab7e6455c21,statistics
0c371d2b-fc9e-4482-85c8-d6699d337577,biodiversity
0c371d2b-fc9e-4482-85c8-d6699d337577,housing
0c371d2b-fc9e-4482-85c8-d6699d337577,statistics
0c371d2b-fc9e-4482-85c8-d6699d337577,wildfire
2fa3a9bb-fb70-4d36-9388-8dcb6ed40215,inflation
2fa3a9bb-fb70-4d36-9388-8dcb6ed40215,finance
2fa3a9bb-fb70-4d36-9388-8dcb6ed40215,statistics
2fa3a9bb-fb70-4d36-9388-8dcb6ed40215,real-time
d3125065-16bf-489c-ac55-88d22d5e6b05,remote-sensing
d3125065-16bf-489c-ac55-88d22d5e6b05,tax
246afc47-470c-47aa-b577-faf35c4cbac8,federal
246afc47-470c-47aa-b577-faf35c4cbac8,csv
70595c73-b1b5-48e0-b0ef-cc7981097351,local
70595c73-b1b5-48e0-b0ef-cc7981097351,state
5813135d-96f5-4eaf-9ec4-1dbcd7af2a8e,hurricane
5813135d-96f5-4eaf-9ec4-1dbcd7af2a8e,environment
50fc2d59-01ae-4cad-a0d2-68ea96a2aecd,json
50fc2d59-01ae-4cad-a0d2-68ea96a2aecd,local
50fc2d59-01ae-4cad-a0d2-68ea96a2aecd,census
50fc2d59-01ae-4cad-a0d2-68ea96a2aecd,satellite
50fc2d59-01ae-4cad-a0d2-68ea96a2aecd,air-quality
8ad5374b-0b54-4570-8737-c3cbf1233f41,budget
8ad5374b-0b54-4570-8737-c3cbf1233f41,water-quality
8ad5374b-0b54-4570-8737-c3cbf1233f41,census
6e665f12-1c3f-4069-8f8f-1f10ae944d89,climate-change
6e665f12-1c3f-4069-8f8f-1f10ae944d89,flood
6e665f12-1c3f-4069-8f8f-1f10ae944d89,geojson
ddcde020-138a-498e-a417-4d34aa81330b,biodiversity
ddcde020-138a-498e-a417-4d34aa81330b,time-series
ddcde020-138a-498e-a417-4d34aa81330b,annual
ddcde020-138a-498e-a417-4d34aa81330b,survey
ddcde020-138a-498e-a417-4d34aa81330b,budget
691fa8f9-1e9e-4b35-9f31-74e17cfd0f3e,annual
691fa8f9-1e9e-4b35-9f31-74e17cfd0f3e,air-quality
691fa8f9-1e9e-4b35-9f31-74e17cfd0f3e,demographics
6cc94d24-6f4f-4db0-be9d-d9e44b0563af,housing
6cc94d24-6f4f-4db0-be9d-d9e44b0563af,public-safety
6cc94d24-6f4f-4db0-be9d-d9e44b0563af,biodiversity
a7197398-0fa4-49d3-b162-3413bfdc1910,spending
a7197398-0fa4-49d3-b162-3413bfdc1910,mapping
cb97f0b3-8116-4586-a69d-3fa95bb2a1a9,budget
cb97f0b3-8116-4586-a69d-3fa95bb2a1a9,real-time
cb97f0b3-8116-4586-a69d-3fa95bb2a1a9,grants
cb97f0b3-8116-4586-a69d-3fa95bb2a1a9,demographics
cb97f0b3-8116-4586-a69d-3fa95bb2a1a9,gis
cb97f0b3-8116-4586-a69d-3fa95bb2a1a9,transportation
3f24ac79-0dcb-4023-a2d8-308bd32a2030,time-series
3f24ac79-0dcb-4023-a2d8-308bd32a2030,spending
3f24ac79-0dcb-4023-a2d8-308bd32a2030,local
3f24ac79-0dcb-4023-a2d8-308bd32a2030,json
907db9c5-9206-4827-9f6f-09532e425a08,mortality
907db9c5-9206-4827-9f6f-09532e425a08,remote-sensing
907db9c5-9206-4827-9f6f-09532e425a08,csv
907db9c5-9206-4827-9f6f-09532e425a08,biodiversity
2cefe35f-a8f7-440c-b15c-e94c33ae449e,biodiversity
2cefe35f-a8f7-440c-b15c-e94c33ae449e,survey
2cefe35f-a8f7-440c-b15c-e94c33ae449e,state
2cefe35f-a8f7-440c-b15c-e94c33ae449e,mapping
cf916829-d0b6-47ad-a9c4-1256fc8aea1b,satellite
cf916829-d0b6-47ad-a9c4-1256fc8aea1b,public-safety
cf916829-d0b6-47ad-a9c4-1256fc8aea1b,local
cf916829-d0b6-47ad-a9c4-1256fc8aea1b,state
cf916829-d0b6-47ad-a9c4-1256fc8aea1b,flood
62e52c00-f7cb-4fe8-8a26-25596d88fe37,agriculture
62e52c00-f7cb-4fe8-8a26-25596d88fe37,mortality
c35cb172-ff2d-445b-a54f-245d1e6461c9,remote-sensing
c35cb172-ff2d-445b-a54f-245d1e6461c9,hurricane
c35cb172-ff2d-445b-a54f-245d1e6461c9,csv
5e61239b-a73e-4b71-92a6-d062842745dc,state
5e61239b-a73e-4b71-92a6-d062842745dc,satellite
5e61239b-a73e-4b71-92a6-d062842745dc,health
5e61239b-a73e-4b71-92a6-d062842745dc,statistics
5e61239b-a73e-4b71-92a6-d062842745dc,budget
974649c9-10fa-4203-8803-333b84c98888,grants
974649c9-10fa-4203-8803-333b84c98888,vaccination
1c58189a-01b3-4902-9655-35f0db764ee9,mapping
1c58189a-01b3-4902-9655-35f0db764ee9,finance
1c58189a-01b3-4902-9655-35f0db764ee9,demographics
17a7d129-680c-435c-a3b0-d2c9fc52dbb1,covid-19
17a7d129-680c-435c-a3b0-d2c9fc52dbb1,local
c21ba164-807f-4ffc-b0f2-c98e2a2d3438,health
c21ba164-807f-4ffc-b0f2-c98e2a2d3438,inflation
c21ba164-807f-4ffc-b0f2-c98e2a2d3438,energy
c21ba164-807f-4ffc-b0f2-c98e2a2d3438,annual
c21ba164-807f-4ffc-b0f2-c98e2a2d3438,api
3db4531d-c7b0-471b-b51b-640ca15ac948,spending
3db4531d-c7b0-471b-b51b-640ca15ac948,employment
3db4531d-c7b0-471b-b51b-640ca15ac948,json
3db4531d-c7b0-471b-b51b-640ca15ac948,population
3db4531d-c7b0-471b-b51b-640ca15ac948,vaccination
11cd9d9f-2d29-409e-8afc-ee9d88c5ed33,biodiversity
11cd9d9f-2d29-409e-8afc-ee9d88c5ed33,budget
ffceb475-f406-4cb5-a9fb-72b09f22b3f4,statistics
ffceb475-f406-4cb5-a9fb-72b09f22b3f4,environment
ffceb475-f406-4cb5-a9fb-72b09f22b3f4,gis
ffceb475-f406-4cb5-a9fb-72b09f22b3f4,annual
60e90ae1-6296-49ae-b596-3c54e63f8114,grants
60e90ae1-6296-49ae-b596-3c54e63f8114,csv
60e90ae1-6296-49ae-b596-3c54e63f8114,tax
dec3c7bd-437a-4982-ab10-74dc0a1396b3,real-time
dec3c7bd-437a-4982-ab10-74dc0a1396b3,gis
dec3c7bd-437a-4982-ab10-74dc0a1396b3,csv
f38f4ade-8fbc-4404-b029-90105f3e4867,population
f38f4ade-8fbc-4404-b029-90105f3e4867,hurricane
4da150b2-8c5a-4fe3-877b-3e921130b2eb,earthquake
4da150b2-8c5a-4fe3-877b-3e921130b2eb,satellite
4da150b2-8c5a-4fe3-877b-3e921130b2eb,population
9a4f2d03-458f-4cf7-917f-64a3fffeb429,earthquake
9a4f2d03-458f-4cf7-917f-64a3fffeb429,time-series
9a4f2d03-458f-4cf7-917f-64a3fffeb429,geojson
9a4f2d03-458f-4cf7-917f-64a3fffeb429,satellite
7a18543c-09ff-4b92-aa97-cdc272b22260,spending
7a18543c-09ff-4b92-aa97-cdc272b22260,survey
a84db451-5400-4472-a77f-4e710800b118,finance
a84db451-5400-4472-a77f-4e710800b118,annual
a84db451-5400-4472-a77f-4e710800b118,statistics
a84db451-5400-4472-a77f-4e710800b118,api
a84db451-5400-4472-a77f-4e710800b118,geojson
08c892f1-837d-4083-b5bd-9a772019c82a,budget
08c892f1-837d-4083-b5bd-9a772019c82a,time-series
c14ecae9-72b7-46d0-abf7-80d3f9b383e6,survey
c14ecae9-72b7-46d0-abf7-80d3f9b383e6,csv
c14ecae9-72b7-46d0-abf7-80d3f9b383e6,tax
5ae1a5ab-e9ce-4448-979f-9e935ccfdba9,finance
5ae1a5ab-e9ce-4448-979f-9e935ccfdba9,housing
5ae1a5ab-e9ce-4448-979f-9e935ccfdba9,flood
5ae1a5ab-e9ce-4448-979f-9e935ccfdba9,grants
b08fc99c-21c1-4e7c-9c82-ed78080bf158,transportation
b08fc99c-21c1-4e7c-9c82-ed78080bf158,air-quality
b08fc99c-21c1-4e7c-9c82-ed78080bf158,spending
b08fc99c-21c1-4e7c-9c82-ed78080bf158,open-data
b08fc99c-21c1-4e7c-9c82-ed78080bf158,infrastructure
def97585-fb71-4da3-8e2d-958b490d15fa,water-quality
def97585-fb71-4da3-8e2d-958b490d15fa,gdp
def97585-fb71-4da3-8e2d-958b490d15fa,wildfire
def97585-fb71-4da3-8e2d-958b490d15fa,infrastructure
def97585-fb71-4da3-8e2d-958b490d15fa,energy
def97585-fb71-4da3-8e2d-958b490d15fa,real-time
1b4d925d-eb89-4eda-b271-cd3fef9cd691,inflation
1b4d925d-eb89-4eda-b271-cd3fef9cd691,satellite
1b4d925d-eb89-4eda-b271-cd3fef9cd691,climate-change
0422166a-11b5-4fc8-b8ad-c6aa50bb0e7f,budget
0422166a-11b5-4fc8-b8ad-c6aa50bb0e7f,housing
0422166a-11b5-4fc8-b8ad-c6aa50bb0e7f,mapping
0422166a-11b5-4fc8-b8ad-c6aa50bb0e7f,open-data
0422166a-11b5-4fc8-b8ad-c6aa50bb0e7f,annual
0422166a-11b5-4fc8-b8ad-c6aa50bb0e7f,state
307698c6-3f43-4b42-945b-59700fdc57c0,federal
307698c6-3f43-4b42-945b-59700fdc57c0,flood
307698c6-3f43-4b42-945b-59700fdc57c0,finance
307698c6-3f43-4b42-945b-59700fdc57c0,hurricane
2cbbf98a-d3f3-4ec5-810c-c09eb811b6ed,finance
2cbbf98a-d3f3-4ec5-810c-c09eb811b6ed,environment
2cbbf98a-d3f3-4ec5-810c-c09eb811b6ed,spending
2cbbf98a-d3f3-4ec5-810c-c09eb811b6ed,grants
2914d0f1-8ea6-4aef-a395-840016275ed4,employment
2914d0f1-8ea6-4aef-a395-840016275ed4,finance
2914d0f1-8ea6-4aef-a395-840016275ed4,geojson
2914d0f1-8ea6-4aef-a395-840016275ed4,biodiversity
a952b395-2417-406d-9569-f42eb3560503,flood
a952b395-2417-406d-9569-f42eb3560503,covid-19
a952b395-2417-406d-9569-f42eb3560503,grants
a952b395-2417-406d-9569-f42eb3560503,statistics
120e91c3-5eb0-4ff4-b452-220f6e5a171a,inflation
120e91c3-5eb0-4ff4-b452-220f6e5a171a,csv
120e91c3-5eb0-4ff4-b452-220f6e5a171a,education
120e91c3-5eb0-4ff4-b452-220f6e5a171a,census
120e91c3-5eb0-4ff4-b452-220f6e5a171a,transportation
120e91c3-5eb0-4ff4-b452-220f6e5a171a,environment
64d02ecb-701b-49e2-8a66-bbf5712af31b,real-time
64d02ecb-701b-49e2-8a66-bbf5712af31b,gis
64d02ecb-701b-49e2-8a66-bbf5712af31b,public-safety
64d02ecb-701b-49e2-8a66-bbf5712af31b,water-quality
