dataset_uuid,topic_name
d7b38ac5-37e0-46d2-921e-65a774cc3d52,Housing
92e346dc-034e-47cf-96cc-61635f4b7154,Education
92e346dc-034e-47cf-96cc-61635f4b7154,Water
ecda8af4-3724-4fa9-bb08-2977b88da46d,Public Safety
d00ae0e7-a14f-49b4-9e0c-e3b6e8caa225,Public Safety
9c6e9b61-d13a-4569-8c28-4f68b209dfb4,Science & Research
9c6e9b61-d13a-4569-8c28-4f68b209dfb4,Education
1b3d534a-fa26-4571-92d3-a5b82f7af742,Science & Research
c1353fb7-c03e-4d27-aba4-5cfc341563ae,Transportation
c1353fb7-c03e-4d27-aba4-5cfc341563ae,Business
fd11da84-1ecc-4751-82f4-94225f3c3e92,Climate
fd11da84-1ecc-4751-82f4-94225f3c3e92,Finance
198a18a8-1fb1-4cb8-bfa6-9216779111ff,Education
198a18a8-1fb1-4cb8-bfa6-9216779111ff,Energy
198a18a8-1fb1-4cb8-bfa6-9216779111ff,Water
a9972d34-9d23-4574-b2a8-4cff9e591f0c,Transportation
a9972d34-9d23-4574-b2a8-4cff9e591f0c,Education
4ef4d50d-ab91-41d6-ad72-50afe9a63560,Health
4ef4d50d-ab91-41d6-ad72-50afe9a63560,Labor
4ef4d50d-ab91-41d6-ad72-50afe9a63560,Criminal Justice
53d86ca6-88cb-40e3-9f01-a5db56cf0a48,Environment
570fb8bf-97df-4ca8-9b28-2c512ed9223b,Criminal Justice
570fb8bf-97df-4ca8-9b28-2c512ed9223b,Housing
570fb8bf-97df-4ca8-9b28-2c512ed9223b,Demographics
acc6aa87-592a-4b1d-b725-5bf8ed75785c,Science & Research
9a2d0873-0481-4cc4-a516-db0bd20df6d6,Business
9a2d0873-0481-4cc4-a516-db0bd20df6d6,Environment
9a2d0873-0481-4cc4-a516-db0bd20df6d6,Social Services
2516e6f5-be6a-4e66-84bc-d98e56c6ee6f,Labor
2516e6f5-be6a-4e66-84bc-d98e56c6ee6f,Environment
2ad5df1a-24a3-4426-a447-825cfbdeac41,Science & Research
2ad5df1a-24a3-4426-a447-825cfbdeac41,Education
2ad5df1a-24a3-4426-a447-825cfbdeac41,Health
282d73a5-95fc-41a7-bf08-9d318aa234dc,Environment
bf260f47-2828-45b6-b9b1-f29323a48ea6,Labor
bf260f47-2828-45b6-b9b1-f29323a48ea6,Geospatial
8566f987-9819-48f6-87f5-49bb2534eeb9,Transportation
8566f987-9819-48f6-87f5-49bb2534eeb9,Business
8566f987-9819-48f6-87f5-49bb2534eeb9,Water
c3a73227-5a73-4dcb-b4f1-246ad5abf0d9,Energy
c3a73227-5a73-4dcb-b4f1-246ad5abf0d9,Transportation
c3a73227-5a73-4dcb-b4f1-246ad5abf0d9,Weather
ec472405-7886-4bac-883e-f50d9e4eb256,Water
5c6a6c4f-63bb-4aaf-b46f-1fce98bfebef,Environment
5c6a6c4f-63bb-4aaf-b46f-1fce98bfebef,Criminal Justice
2d700973-5e89-40e3-82c9-617e08984c75,Environment
2bfea60b-e8e2-4133-971e-8f9a03eb4582,Science & Research
2bfea60b-e8e2-4133-971e-8f9a03eb4582,Business
8ff5c340-1ea8-4fd2-a532-0fa9eeef644a,Finance
0a8601b0-0c86-45c6-b82f-97f0c9c27d3a,Public Safety
9a1a4d85-cf71-4dfc-a8c3-728dff86780b,Finance
0bfbd6f8-6c94-4963-8ba4-e7d7272ac643,Geospatial
7a766ba7-8d66-4dee-9e88-1ed5d89a05cf,Labor
7a766ba7-8d66-4dee-9e88-1ed5d89a05cf,Business
c216b548-bf11-4c7b-9f97-5adcf52f98e3,Criminal Justice
c216b548-bf11-4c7b-9f97-5adcf52f98e3,Social Services
c216b548-bf11-4c7b-9f97-5adcf52f98e3,Housing
f12470f1-d0a3-45d6-a5b8-91df1ada4e26,Health
02784dc2-4f58-4c7a-ae4a-61526d6b906a,Transportation
2980f172-4325-452e-89e1-687bab0eb208,Education
2980f172-4325-452e-89e1-687bab0eb208,Demographics
bd2f3f84-f268-4788-b66d-b67432c42cfd,Housing
e26e5433-8371-468d-a9de-9ebc6693571d,Criminal Justice
63dd0cf6-1749-4ae7-841c-018fbc59c3b5,Demographics
d6520c8e-3584-4500-bd26-ea150484fd8f,Labor
d6520c8e-3584-4500-bd26-ea150484fd8f,Climate
4ebc3b3b-14a2-4647-b046-db4bfcce1fdd,Climate
4ebc3b3b-14a2-4647-b046-db4bfcce1fdd,Finance
eed76d69-2dd9-48ff-976d-571c093069f6,Labor
eed76d69-2dd9-48ff-976d-571c093069f6,Climate
84d220ec-bca7-4f8b-a100-8dc7b8f88017,Business
84d220ec-bca7-4f8b-a100-8dc7b8f88017,Elections
9ca725e7-5e60-4291-b10d-d74e03ed8561,Finance
9ca725e7-5e60-4291-b10d-d74e03ed8561,Elections
7a16e0a5-1370-4d87-bec2-57e987862318,Labor
7a16e0a5-1370-4d87-bec2-57e987862318,Science & Research
416400ef-8436-4514-89ba-dd66645b0673,Geospatial
416400ef-8436-4514-89ba-dd66645b0673,Climate
3deb0529-0521-4e6c-90b4-eaafe7d14e22,Business
3deb0529-0521-4e6c-90b4-eaafe7d14e22,Weather
a0d1ba0a-f897-4b2f-96a3-41e44405ca5f,Demographics
a0d1ba0a-f897-4b2f-96a3-41e44405ca5f,Public Safety
a0d1ba0a-f897-4b2f-96a3-41e44405ca5f,Education
9bcc8b4f-aa07-489e-8f17-be96c770153f,Criminal Justice
9bcc8b4f-aa07-489e-8f17-be96c770153f,Agriculture
11c8fa06-8e5f-4cf3-a2c3-3609ee9899ba,Elections
11c8fa06-8e5f-4cf3-a2c3-3609ee9899ba,Health
11c8fa06-8e5f-4cf3-a2c3-3609ee9899ba,Finance
def2ff0d-c0c9-4f8b-a3cd-5eefcdda0a35,Social Services
76086209-f2e8-4d0a-ba06-f72d5a0b7324,Criminal Justice
1bd866e8-aec1-4104-8783-8478cc3aa745,Criminal Justice
1bd866e8-aec1-4104-8783-8478cc3aa745,Finance
1bd866e8-aec1-4104-8783-8478cc3aa745,Demographics
eeb3c101-b6b4-427a-8880-5c23ec21c702,Social Services
eeb3c101-b6b4-427a-8880-5c23ec21c702,Labor
ba891457-5e83-4730-b226-8ae7c591a4e7,Transportation
53674ffb-ec45-4e11-b142-5ebc791bb1a5,Finance
e8a08c81-9e2c-4a49-a689-6666c0f19906,Elections
e8a08c81-9e2c-4a49-a689-6666c0f19906,Labor
5bae0a42-ad1c-47f5-b942-f0b75a54d168,Energy
5bae0a42-ad1c-47f5-b942-f0b75a54d168,Criminal Justice
5bae0a42-ad1c-47f5-b942-f0b75a54d168,Social Services
3a038398-037f-494f-9138-48821d10cc43,Criminal Justice
3a038398-037f-494f-9138-48821d10cc43,Social Services
6f7ae625-05e5-4201-aad9-ed79a5dbd0c2,Climate
6f7ae625-05e5-4201-aad9-ed79a5dbd0c2,Weather
a1fb2ac4-16c8-40d2-9c4f-f9f576bebb79,Finance
a1fb2ac4-16c8-40d2-9c4f-f9f576bebb79,Geospatial
8bd32344-7c7e-4498-9d8e-870976e208e1,Business
8bd32344-7c7e-4498-9d8e-870976e208e1,Geospatial
17b38702-083b-47fc-81b5-5d57aaac4561,Energy
17b38702-083b-47fc-81b5-5d57aaac4561,Finance
43e0a52e-bb69-4192-be3f-07e549e7e825,Education
43e0a52e-bb69-4192-be3f-07e549e7e825,Environment
5772655b-78ec-4a3a-8a4b-4fbe1e5a45f4,Environment
74d90dba-4908-409b-bf10-14f3c8af47b8,Water
74d90dba-4908-409b-bf10-14f3c8af47b8,Transportation
74d90dba-4908-409b-bf10-14f3c8af47b8,Public Safety
74672efb-879b-4ed6-bd96-29b26a031609,Public Safety
74672efb-879b-4ed6-bd96-29b26a031609,Transportation
74672efb-879b-4ed6-bd96-29b26a031609,Finance
61704799-cb74-4969-b839-78d228b92a44,Transportation
61704799-cb74-4969-b839-78d228b92a44,Housing
958cf4df-6c37-49dd-992b-6d05cba79f5d,Social Services
4c539cc1-9962-4fa9-9a4a-07fd2834e397,Business
4c539cc1-9962-4fa9-9a4a-07fd2834e397,Geospatial
ffa23a9c-6f91-425c-b72c-078951affc2a,Environment
ffa23a9c-6f91-425c-b72c-078951affc2a,Labor
785e38e7-cfda-4d03-8cc9-4d1072778af0,Energy
785e38e7-cfda-4d03-8cc9-4d1072778af0,Social Services
cc9fd23f-a349-48af-9d0b-683dcc96ff51,Transportation
cc9fd23f-a349-48af-9d0b-683dcc96ff51,Environment
cc9fd23f-a349-48af-9d0b-683dcc96ff51,Social Services
8392a742-3df8-47b8-a14e-36606601abb9,Demographics
8392a742-3df8-47b8-a14e-36606601abb9,Agriculture
d8388070-bb1a-40fa-9b71-285c35c379c5,Public Safety
d8388070-bb1a-40fa-9b71-285c35c379c5,Finance
d8388070-bb1a-40fa-9b71-285c35c379c5,Health
466b3554-ac7c-4d5a-b51a-f8d96e89ceb9,Environment
466b3554-ac7c-4d5a-b51a-f8d96e89ceb9,Agriculture
64cabaa9-008e-4e55-a5f0-f99aa2cd58ca,Science & Research
79cf5175-c973-4fad-ae21-8547f089eadd,Demographics
79cf5175-c973-4fad-ae21-8547f089eadd,Finance
9152e21f-b1df-479a-af67-05b6d92f9d61,Climate
9152e21f-b1df-479a-af67-05b6d92f9d61,Transportation
9152e21f-b1df-479a-af67-05b6d92f9d61,Social Services
bd4b5218-156f-4483-aacb-0bb8cc2f5662,Public Safety
bd4b5218-156f-4483-aacb-0bb8cc2f5662,Water
1819e927-e9af-4b8c-9498-8f1cc53078e7,Health
1819e927-e9af-4b8c-9498-8f1cc53078e7,Climate
b44e846a-2bfc-4e47-a06b-1bec346a48ea,Public Safety
b44e846a-2bfc-4e47-a06b-1bec346a48ea,Agriculture
76612320-201e-4562-ac9b-4c4f52326d85,Energy
76612320-201e-4562-ac9b-4c4f52326d85,Water
76612320-201e-4562-ac9b-4c4f52326d85,Social Services
796e22c3-ceba-4d4c-a39f-14aab74b050e,Climate
ddabc1e1-cc71-479d-b7e9-339cac19e546,Geospatial
ddabc1e1-cc71-479d-b7e9-339cac19e546,Water
9e97cc06-83e7-419c-b6ad-7c6e9940eacf,Housing
9e97cc06-83e7-419c-b6ad-7c6e9940eacf,Geospatial
74379c61-a104-425b-9e14-d4f9124f0cef,Water
74379c61-a104-425b-9e14-d4f9124f0cef,Elections
74379c61-a104-425b-9e14-d4f9124f0cef,Public Safety
6fd0d600-cf16-443b-976b-2ec507d34699,Public Safety
6fd0d600-cf16-443b-976b-2ec507d34699,Energy
6fd0d600-cf16-443b-976b-2ec507d34699,Water
951fc366-2530-4b59-bd46-8ab7af40f89e,Transportation
951fc366-2530-4b59-bd46-8ab7af40f89e,Water
b6f0164c-52a5-4d8f-9003-73dda24033d8,Social Services
c43efca7-c06e-42b0-94a6-dd00a46fea11,Water
c43efca7-c06e-42b0-94a6-dd00a46fea11,Elections
6ccba48e-60b0-4a38-aece-a238bc826286,Energy
6ccba48e-60b0-4a38-aece-a238bc826286,Science & Research
8fafd708-7f27-41db-8aeb-d6a3679c97ee,Criminal Justice
52dca132-a8c5-42e0-b877-4100c9361750,Education
52dca132-a8c5-42e0-b877-4100c9361750,Social Services
52dca132-a8c5-42e0-b877-4100c9361750,Energy
dbd6f154-03e1-407a-8496-f99e98a55f17,Demographics
dbd6f154-03e1-407a-8496-f99e98a55f17,Energy
dbd6f154-03e1-407a-8496-f99e98a55f17,Weather
51b47f7e-773e-429e-90cf-e17622c791ec,Elections
51b47f7e-773e-429e-90cf-e17622c791ec,Geospatial
51b47f7e-773e-429e-90cf-e17622c791ec,Business
52cffb9a-e5db-473b-8e61-e51e4bf8e912,Energy
52cffb9a-e5db-473b-8e61-e51e4bf8e912,Agriculture
d4049941-03d5-4475-a1db-365bcc709a0e,Water
28af1e8e-7383-4a1b-9cd9-2e27e9b317ee,Finance
d683c7a3-9cf3-41cc-8de4-fc83635438ee,Social Services
d683c7a3-9cf3-41cc-8de4-fc83635438ee,Health
a9a3ff82-a177-4e46-ac79-6eb101e02cbb,Business
a9a3ff82-a177-4e46-ac79-6eb101e02cbb,Weather
a1215b65-fcb8-4c9d-8dfe-cda2b01ca6b2,Demographics
c77d48da-8dc2-4f6e-915e-52b4a3d8ea1a,Environment
c77d48da-8dc2-4f6e-915e-52b4a3d8ea1a,Business
f3eda38d-6150-47f6-8a14-4f4f5065f377,Environment
f3eda38d-6150-47f6-8a14-4f4f5065f377,Elections
e450bf60-7203-4bb3-b3c1-50d4d7640af6,Transportation
4126baa9-d725-4779-b10f-9299e06904ca,Health
4126baa9-d725-4779-b10f-9299e06904ca,Business
4126baa9-d725-4779-b10f-9299e06904ca,Agriculture
2c941f67-5cc2-4b4e-8bf3-e08e7c7f0514,Environment
2c941f67-5cc2-4b4e-8bf3-e08e7c7f0514,Housing
aba24884-d5c4-480a-945a-d51f2f5e7a9e,Criminal Justice
bb116e1a-e872-4800-b246-54e7a28879ec,Business
bb116e1a-e872-4800-b246-54e7a28879ec,Climate
50c3b587-8987-429e-83a6-26ddd68d91ba,Geospatial
65a41df3-4876-42ab-83db-8ac2e0079c2c,Geospatial
0725ccf9-b48f-4956-a8ec-8e4330996b66,Science & Research
0f3b5779-ab7b-4709-8df8-9322833278fb,Social Services
90a48a46-caeb-48b9-96c3-997080f125ac,Science & Research
90a48a46-caeb-48b9-96c3-997080f125ac,Labor
90a48a46-caeb-48b9-96c3-997080f125ac,Housing
65125398-fa2c-4a85-b6dc-e0d6494c4eeb,Transportation
d40aa760-06d6-411e-a45a-4c71348ae786,Health
d40aa760-06d6-411e-a45a-4c71348ae786,Criminal Justice
d40aa760-06d6-411e-a45a-4c71348ae786,Environment
aec0641c-c8bb-4470-a511-03105ae0dffd,Housing
c6dff0e4-f698-4142-b754-d54c7066e590,Public Safety
4658ef48-aa6e-486d-bc6f-a18515ecddec,Health
4658ef48-aa6e-486d-bc6f-a18515ecddec,Transportation
c7395d2a-1f4d-4641-8b22-8179cccacb4d,Finance
c7395d2a-1f4d-4641-8b22-8179cccacb4d,Water
d5247823-e371-4516-94b5-8ffa73f28cd4,Transportation
2234bc05-9be7-4778-a1fd-82b003ef7af7,Water
a02f846f-5141-48e3-81c4-0cce6df86956,Demographics
a02f846f-5141-48e3-81c4-0cce6df86956,Education
a02f846f-5141-48e3-81c4-0cce6df86956,Transportation
65bf7e00-a5f3-4aa1-b9cf-c29130ffbbaa,Education
cb3c6f40-1ad8-4d05-af16-0493fcc99ee4,Water
9740f187-657a-49b3-8a51-ef1d73bd0362,Elections
9740f187-657a-49b3-8a51-ef1d73bd0362,Weather
b78132df-5b9a-4b41-ae4d-638580d3a2e2,Business
4d514dba-d22c-477d-a0ea-df08bbb5a8cd,Finance
baf20a91-afad-49b2-877d-21d0888780aa,Finance
dbb2eb0f-981a-436f-b19e-fd2dbceac409,Geospatial
9dac45f0-e599-4a60-9c08-b6c144a6db82,Water
9dac45f0-e599-4a60-9c08-b6c144a6db82,Demographics
f2c592de-6570-4af1-8baf-3633795e758d,Education
ec70c462-4fdb-4a66-9aac-30b1717fe8df,Housing
8666dcbf-9180-44c2-b6a8-8b01332af4ba,Transportation
ad78a864-e9ef-43d8-9f2b-0433cfcd4e54,Environment
ad78a864-e9ef-43d8-9f2b-0433cfcd4e54,Water
ad78a864-e9ef-43d8-9f2b-0433cfcd4e54,Weather
9d86231c-4fdd-4335-b576-6ec015e3c555,Criminal Justice
9a6ea86b-dc67-494f-87e1-415d66fb88dd,Geospatial
f94763d8-41c7-4fa8-b7f7-66471e4993d6,Demographics
f94763d8-41c7-4fa8-b7f7-66471e4993d6,Transportation
90f0e471-b329-48b4-86c0-1166ef316cfd,Elections
90f0e471-b329-48b4-86c0-1166ef316cfd,Energy
81ea0704-2500-4cc3-846d-5db7911f8c37,Finance
81ea0704-2500-4cc3-846d-5db7911f8c37,Water
81ea0704-2500-4cc3-846d-5db7911f8c37,Social Services
59a7a156-53a1-40e0-b8ba-509cd1654235,Water
59a7a156-53a1-40e0-b8ba-509cd1654235,Housing
d85804c8-c3ed-458b-9fc2-498f329f4e23,Business
d85804c8-c3ed-458b-9fc2-498f329f4e23,Finance
113e24c3-f6b7-4b46-aacf-1111c55b49d2,Demographics
dc4f482d-88c5-441f-8ee7-08a0efd82c4d,Social Services
dc4f482d-88c5-441f-8ee7-08a0efd82c4d,Energy
c8124387-e308-4e27-b953-f084b28a7eb9,Science & Research
c8124387-e308-4e27-b953-f084b28a7eb9,Public Safety
410455ef-0cfb-4e27-997d-d56a501ae2e9,Energy
484d02f3-d97b-4795-8638-104921e48206,Labor
484d02f3-d97b-4795-8638-104921e48206,Business
484d02f3-d97b-4795-8638-104921e48206,Agriculture
91ac1cc6-d631-4d5c-93ce-b3718e0ff457,Transportation
91ac1cc6-d631-4d5c-93ce-b3718e0ff457,Public Safety
39362606-5c37-4094-8204-533014c08553,Transportation
d28a5509-5324-4035-b49d-3f51919ec284,Demographics
d28a5509-5324-4035-b49d-3f51919ec284,Science & Research
d28a5509-5324-4035-b49d-3f51919ec284,Elections
79f469a6-4711-4e76-bfa9-5f6786560633,Education
79f469a6-4711-4e76-bfa9-5f6786560633,Labor
e8dbefbb-95ef-4f88-83f9-3207e19f1674,Agriculture
e8dbefbb-95ef-4f88-83f9-3207e19f1674,Housing
e8dbefbb-95ef-4f88-83f9-3207e19f1674,Business
67524775-0593-4a59-8fcd-c26f86bc689c,Criminal Justice
66282899-bed3-4297-93cb-99f5c9a9e7df,Transportation
8b5c6488-4428-4561-a35f-8a6cfa3aadd4,Finance
8b5c6488-4428-4561-a35f-8a6cfa3aadd4,Science & Research
8b5c6488-4428-4561-a35f-8a6cfa3aadd4,Transportation
d19c64bb-a01c-409f-bb42-fe3c1c9ce6de,Elections
4ac803f2-331d-47b2-911c-57fcea715e37,Energy
4ac803f2-331d-47b2-911c-57fcea715e37,Health
e1d96716-fdfe-4aca-bc03-dab000ac81b5,Labor
b31c94ba-7e6c-40f2-afb4-b8ea2627ed02,Agriculture
b31c94ba-7e6c-40f2-afb4-b8ea2627ed02,Health
b31c94ba-7e6c-40f2-afb4-b8ea2627ed02,Geospatial
4da09189-c8eb-4ba7-afee-eae2cd681711,Weather
4da09189-c8eb-4ba7-afee-eae2cd681711,Transportation
4da09189-c8eb-4ba7-afee-eae2cd681711,Geospatial
eeae78e4-de1f-4e95-b43c-9edd462cf27c,Labor
eeae78e4-de1f-4e95-b43c-9edd462cf27c,Elections
eeae78e4-de1f-4e95-b43c-9edd462cf27c,Social Services
cd686386-a2df-4ffa-beb4-f72e32fa0eef,Finance
cd686386-a2df-4ffa-beb4-f72e32fa0eef,Climate
cd686386-a2df-4ffa-beb4-f72e32fa0eef,Social Services
dbdffe53-46d0-4d65-98fd-358cf5f7e120,Criminal Justice
dbdffe53-46d0-4d65-98fd-358cf5f7e120,Social Services
cffe64fc-4400-40fc-af04-c4f97cb268ed,Energy
cffe64fc-4400-40fc-af04-c4f97cb268ed,Agriculture
b47459c2-7e90-413a-aa1b-62782a66716d,Labor
b47459c2-7e90-413a-aa1b-62782a66716d,Business
825e2d00-543f-417c-bcaa-eed6dc090452,Housing
19984b95-10ff-4089-a5cc-ac37147539d7,Health
df5d3280-36b5-4475-91fb-4645931c59e9,Finance
df5d3280-36b5-4475-91fb-4645931c59e9,Weather
ed62ee15-a7ef-4e3e-9b69-5deba808ec8e,Housing
ed62ee15-a7ef-4e3e-9b69-5deba808ec8e,Finance
1145925c-a554-4b5c-9e8d-5d7a2c7ce3db,Housing
1145925c-a554-4b5c-9e8d-5d7a2c7ce3db,Elections
1145925c-a554-4b5c-9e8d-5d7a2c7ce3db,Agriculture
610e94fa-06d4-439d-8622-8dc3759dd1cd,Energy
610e94fa-06d4-439d-8622-8dc3759dd1cd,Environment
610e94fa-06d4-439d-8622-8dc3759dd1cd,Criminal Justice
61b6248c-0931-43cc-a2f5-8098a993653e,Labor
247b69fb-b574-44ba-a981-37fb72c80927,Climate
247b69fb-b574-44ba-a981-37fb72c80927,Water
54016903-5212-4dd7-a07c-d819db6690f4,Social Services
54016903-5212-4dd7-a07c-d819db6690f4,Finance
577655b1-34c8-461b-9224-db8f3f53168d,Weather
7583ecbb-ce81-4be6-a4e0-fff66ab3d9a5,Criminal Justice
7583ecbb-ce81-4be6-a4e0-fff66ab3d9a5,Climate
7583ecbb-ce81-4be6-a4e0-fff66ab3d9a5,Energy
7250efe2-77c5-449e-9c04-759f4cecc2bb,Climate
7250efe2-77c5-449e-9c04-759f4cecc2bb,Energy
4932e6b1-1ef5-4e40-bac1-b942265811a9,Business
4932e6b1-1ef5-4e40-bac1-b942265811a9,Environment
0513609a-4721-464c-9f92-d60174cb0bda,Water
0513609a-4721-464c-9f92-d60174cb0bda,Demographics
949a0015-b7f7-427c-a757-37e73ccca909,Transportation
949a0015-b7f7-427c-a757-37e73ccca909,Health
e3324419-0fe2-4498-8a4c-2fc79ef8c371,Science & Research
e3324419-0fe2-4498-8a4c-2fc79ef8c371,Agriculture
036ac95c-f9ea-48e8-bb01-5e3c46c35820,Public Safety
9d0f91a6-1a20-4e66-88ba-02d3b02aa3f0,Transportation
4d013270-edc6-4d87-82d4-5a156ac43606,Geospatial
4d013270-edc6-4d87-82d4-5a156ac43606,Labor
96bbf166-d4f8-489f-b98a-1d6e75fc7b7c,Transportation
ef443e9b-5588-47af-96db-19064262fc4a,Criminal Justice
ef443e9b-5588-47af-96db-19064262fc4a,Labor
e205dbdc-bb48-49a5-911f-1cb4897002f3,Climate
e205dbdc-bb48-49a5-911f-1cb4897002f3,Transportation
011c597b-aa1a-4607-b537-87f835fd1bab,Environment
011c597b-aa1a-4607-b537-87f835fd1bab,Demographics
011c597b-aa1a-4607-b537-87f835fd1bab,Business
c184403f-65bd-4ae2-a061-7de0a713c350,Finance
0383fab1-692d-46fd-9f11-9019b19fad90,Science & Research
0383fab1-692d-46fd-9f11-9019b19fad90,Environment
0383fab1-692d-46fd-9f11-9019b19fad90,Weather
1dbef05d-43eb-41c1-a208-be580b902d71,Business
1dbef05d-43eb-41c1-a208-be580b902d71,Environment
1dbef05d-43eb-41c1-a208-be580b902d71,Education
cdb71b8d-1d58-4509-a441-ac3971e915c6,Labor
cdb71b8d-1d58-4509-a441-ac3971e915c6,Criminal Justice
cdb71b8d-1d58-4509-a441-ac3971e915c6,Weather
b9459504-ec25-4f0c-9e16-7e4fa2a0a599,Agriculture
bba37e89-0650-444e-a4c5-f749f199429a,Agriculture
997dfe9a-ed1d-4750-ae96-425b6214105c,Social Services
997dfe9a-ed1d-4750-ae96-425b6214105c,Demographics
60bc267f-9e5b-4504-bd5a-259bd7461184,Public Safety
60bc267f-9e5b-4504-bd5a-259bd7461184,Elections
b20e7a98-8bbc-4b87-a3de-35361028739a,Transportation
534c2244-f3e7-4b60-acf6-ca2a0d93513b,Labor
d7093818-c99a-41c3-a8fa-eeefe4132f03,Climate
d7093818-c99a-41c3-a8fa-eeefe4132f03,Demographics
d7093818-c99a-41c3-a8fa-eeefe4132f03,Agriculture
4172b752-bace-4d6f-9cf6-cb02a1f56431,Elections
0ccbe7ba-9063-4708-a38d-36085e71ef65,Water
0ccbe7ba-9063-4708-a38d-36085e71ef65,Social Services
0ccbe7ba-9063-4708-a38d-36085e71ef65,Demographics
66e8053e-bb81-4739-94dc-d773b872e632,Energy
2a7dcd9c-e3d1-438d-bcd9-9f3a2c8f48c1,Environment
13fac393-c6f0-4b93-b852-63ceda278d37,Agriculture
13fac393-c6f0-4b93-b852-63ceda278d37,Science & Research
d1bb6e6a-a73c-4441-bb2b-942f38e273ef,Public Safety
d1bb6e6a-a73c-4441-bb2b-942f38e273ef,Environment
d1bb6e6a-a73c-4441-bb2b-942f38e273ef,Education
c162bad5-d829-4b7a-976f-50fc2ca23513,Demographics
c162bad5-d829-4b7a-976f-50fc2ca23513,Agriculture
97058297-ebe8-4c6b-b86e-dbc9e793f448,Climate
97058297-ebe8-4c6b-b86e-dbc9e793f448,Elections
3387db22-ff5f-4caf-a90f-f6699f409c6e,Criminal Justice
3387db22-ff5f-4caf-a90f-f6699f409c6e,Finance
d03b3cc2-f7c6-458d-9ed4-5648b5325e60,Elections
d03b3cc2-f7c6-458d-9ed4-5648b5325e60,Education
86b36ef7-1652-49f4-acd5-d402ce404ebd,Criminal Justice
86b36ef7-1652-49f4-acd5-d402ce404ebd,Demographics
86b36ef7-1652-49f4-acd5-d402ce404ebd,Labor
b0290abf-3d7b-4a61-8e53-0b98651cf49b,Geospatial
716901a4-7c65-4617-a4e0-7fcdb3869870,Health
716901a4-7c65-4617-a4e0-7fcdb3869870,Criminal Justice
716901a4-7c65-4617-a4e0-7fcdb3869870,Environment
1d222a63-c55c-428b-9784-eb815f9d1e54,Water
8dbdc9c0-d3d0-4f43-991a-1df0d5e6195b,Energy
8dbdc9c0-d3d0-4f43-991a-1df0d5e6195b,Finance
8dbdc9c0-d3d0-4f43-991a-1df0d5e6195b,Criminal Justice
81606fd5-c290-4b98-8187-15325d15df6c,Social Services
81606fd5-c290-4b98-8187-15325d15df6c,Transportation
81606fd5-c290-4b98-8187-15325d15df6c,Business
e2574840-0177-4771-9c75-df93c901cc55,Housing
a6d4e877-fa40-4eb8-b237-e782f1385c1a,Weather
a6d4e877-fa40-4eb8-b237-e782f1385c1a,Business
a6d4e877-fa40-4eb8-b237-e782f1385c1a,Education
05267f86-def3-4b8e-be9f-7fd38749274a,Water
f74dfb81-4597-4102-a8d3-8d54f67ea900,Climate
f74dfb81-4597-4102-a8d3-8d54f67ea900,Finance
4e412151-0cda-43b9-a3df-ee1dea795f1a,Environment
4e412151-0cda-43b9-a3df-ee1dea795f1a,Education
4e412151-0cda-43b9-a3df-ee1dea795f1a,Criminal Justice
11f9bf44-f2f7-4756-9f29-0c2960db6fd3,Water
11f9bf44-f2f7-4756-9f29-0c2960db6fd3,Weather
1b0ed445-952f-48b0-b8c0-086a9451cead,Science & Research
1b0ed445-952f-48b0-b8c0-086a9451cead,Transportation
71ae2bba-69f1-42a5-b2c6-cb6032c8a054,Social Services
71ae2bba-69f1-42a5-b2c6-cb6032c8a054,Education
71ae2bba-69f1-42a5-b2c6-cb6032c8a054,Public Safety
fec99cd6-6fff-4d14-a1f7-4d04700e268a,Transportation
fec99cd6-6fff-4d14-a1f7-4d04700e268a,Science & Research
fec99cd6-6fff-4d14-a1f7-4d04700e268a,Housing
3fbcc5f7-e0e9-4899-9eda-a719b2b7e3d8,Geospatial
3fbcc5f7-e0e9-4899-9eda-a719b2b7e3d8,Public Safety
3fbcc5f7-e0e9-4899-9eda-a719b2b7e3d8,Criminal Justice
d501f802-631f-4990-b9da-8b1f7624779c,Public Safety
5a6b14a0-a1ab-40de-98f1-50286c282d0b,Energy
5a6b14a0-a1ab-40de-98f1-50286c282d0b,Business
5a6b14a0-a1ab-40de-98f1-50286c282d0b,Housing
66af630f-74a0-4d06-a3f5-45f8d521533f,Agriculture
66af630f-74a0-4d06-a3f5-45f8d521533f,Criminal Justice
66af630f-74a0-4d06-a3f5-45f8d521533f,Transportation
2efd2f2f-f0e4-41a2-adba-361d39a8a735,Weather
2efd2f2f-f0e4-41a2-adba-361d39a8a735,Energy
aee36028-7eb0-4d2e-83de-0dff257b84eb,Business
aee36028-7eb0-4d2e-83de-0dff257b84eb,Housing
6d44a038-c061-4c05-8102-90fee0fb50d6,Social Services
6d44a038-c061-4c05-8102-90fee0fb50d6,Demographics
0eac41a8-e546-411d-9793-3cf0f93f42c3,Weather
0eac41a8-e546-411d-9793-3cf0f93f42c3,Business
9ae431c6-2ae0-47f1-967d-26a01d544d04,Labor
9ae431c6-2ae0-47f1-967d-26a01d544d04,Health
9ae431c6-2ae0-47f1-967d-26a01d544d04,Education
94249802-5c0a-4f60-b831-904883471695,Geospatial
94249802-5c0a-4f60-b831-904883471695,Health
