dataset_uuid,organization_uuid,name,description,access_level,license,metadata_created,metadata_modified,maintainer_email,maintainer_name,identifier
3deb0529-0521-4e6c-90b4-eaafe7d14e22,2e700355-61d6-530f-b2ef-15217fcfd96f,Business Statistics by City-Level (2020),"Open government dataset providing detailed business information. Suitable for academic research, journalism, and data science applications.",restricted public,Open Data Commons Public Domain,2010-05-09 17:48:22,2020-02-23 19:48:57,dataportal@cityofchicago.org,Data Analytics,business-statistics-by-city-level-2020-3deb0529
a0d1ba0a-f897-4b2f-96a3-41e44405ca5f,edd359ae-a154-5e6e-9317-3a7cab6d8290,National Demographics Inventory 2023,Federal dataset for national demographics inventory 2023. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2015-03-14 13:36:46,2023-03-09 16:16:10,fws_data@fws.gov,Geospatial Services,national-demographics-inventory-2023-a0d1ba0a
9bcc8b4f-aa07-489e-8f17-be96c770153f,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Criminal Justice Statistics by City-Level (2019),This dataset contains criminal justice data collected by federal agencies. It covers key indicators relevant to criminal justice statistics by city-level (2019) and is updated periodically.,public,Other (Open),2014-01-21 08:42:16,2024-05-21 20:51:49,data@faa.gov,Statistics Division,criminal-justice-statistics-by-city-level-2019-9bcc8b4f
11c8fa06-8e5f-4cf3-a2c3-3609ee9899ba,1cfe6182-d24e-55cd-bf9c-ed4571e81522,U.S. Department of Open Data: Elections,Federal dataset for u.s. department of open data: elections. Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2020-07-12 02:17:57,2023-06-03 17:20:04,opendata@records.nyc.gov,Open Data Team,u-s-department-of-open-data-elections-11c8fa06
def2ff0d-c0c9-4f8b-a3cd-5eefcdda0a35,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,Federal Social Services Database 2015,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2016-03-16 22:14:03,2024-01-03 08:16:01,data@epa.gov,Data Governance,federal-social-services-database-2015-def2ff0d
76086209-f2e8-4d0a-ba06-f72d5a0b7324,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Centers for Disease Open Data: Criminal Justice,"Open government dataset providing detailed criminal justice information. Suitable for academic research, journalism, and data science applications.",non-public,License Not Specified,2019-10-28 09:09:01,2021-10-30 19:50:23,data@faa.gov,Statistics Division,centers-for-disease-open-data-criminal-justice-76086209
1bd866e8-aec1-4104-8783-8478cc3aa745,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Annual Criminal Justice Report - U.S. Department of,"Open government dataset providing detailed criminal justice information. Suitable for academic research, journalism, and data science applications.",restricted public,Creative Commons Attribution,2019-01-23 10:32:45,2024-05-18 23:32:50,census.data@census.gov,Data Dissemination,annual-criminal-justice-report-u-s-department-of-1bd866e8
eeb3c101-b6b4-427a-8880-5c23ec21c702,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Metropolitan Social Services Trends 2021-2022,Federal dataset for metropolitan social services trends 2021-2022. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2016-01-17 23:07:54,2024-12-04 16:51:03,nps_data@nps.gov,Data Management,metropolitan-social-services-trends-2021-2022-eeb3c101
ba891457-5e83-4730-b226-8ae7c591a4e7,33a3d471-d1cf-551f-ad4f-b99ae751c997,Annual Transportation Report - State of Texas,This dataset contains transportation data collected by federal agencies. It covers key indicators relevant to annual transportation report - state of texas and is updated periodically.,restricted public,License Not Specified,2014-12-28 23:56:26,2022-01-11 02:22:35,blsdata@bls.gov,Data Policy,annual-transportation-report-state-of-texas-ba891457
53674ffb-ec45-4e11-b142-5ebc791bb1a5,2e700355-61d6-530f-b2ef-15217fcfd96f,National Finance Inventory 2022,Federal dataset for national finance inventory 2022. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2013-10-31 10:07:05,2022-04-16 13:32:09,dataportal@cityofchicago.org,Data Analytics,national-finance-inventory-2022-53674ffb
e8a08c81-9e2c-4a49-a689-6666c0f19906,47f1c7c4-b955-570a-95c9-c989daae1511,Elections Monitoring Records 2021,Comprehensive elections statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Other (Open),2011-06-02 01:53:27,2020-02-19 22:10:04,data@who.int,Global Data,elections-monitoring-records-2021-e8a08c81
5bae0a42-ad1c-47f5-b942-f0b75a54d168,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,Energy Statistics by ZIP Code (2011),Federal dataset for energy statistics by zip code (2011). Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2020-08-26 14:58:26,2023-07-15 14:47:53,femadata@fema.dhs.gov,OpenFEMA,energy-statistics-by-zip-code-2011-5bae0a42
3a038398-037f-494f-9138-48821d10cc43,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Criminal Justice Monitoring Records 2016,Comprehensive criminal justice statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2014-12-02 05:32:46,2023-04-19 08:49:06,nps_data@nps.gov,Data Management,criminal-justice-monitoring-records-2016-3a038398
6f7ae625-05e5-4201-aad9-ed79a5dbd0c2,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Urban Climate Survey Results,Comprehensive climate statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2013-02-13 18:56:39,2021-10-05 03:22:18,census.data@census.gov,Data Dissemination,urban-climate-survey-results-6f7ae625
a1fb2ac4-16c8-40d2-9c4f-f9f576bebb79,05cef825-2b53-52ec-98ae-1232be6a74a7,Urban Finance Survey Results,Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2018-06-19 05:01:38,2020-03-22 17:34:51,nasa-data@nasa.gov,Data Services,urban-finance-survey-results-a1fb2ac4
8bd32344-7c7e-4498-9d8e-870976e208e1,33a3d471-d1cf-551f-ad4f-b99ae751c997,National Business Inventory 2011,Comprehensive business statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2013-02-14 23:42:07,2021-12-25 02:47:50,blsdata@bls.gov,Data Policy,national-business-inventory-2011-8bd32344
17b38702-083b-47fc-81b5-5d57aaac4561,3eaccee0-381b-5fbe-af5a-5522264844df,County-Level Energy Trends 2015-2016,This dataset contains energy data collected by federal agencies. It covers key indicators relevant to county-level energy trends 2015-2016 and is updated periodically.,public,Other (Open),2019-06-09 17:42:53,2024-12-02 20:02:40,data@dol.gov,Chief Data Officer,county-level-energy-trends-2015-2016-17b38702
43e0a52e-bb69-4192-be3f-07e549e7e825,6b76e51e-5b5d-51f2-9f78-a250748c003b,Metropolitan Education Survey Results,Federal dataset for metropolitan education survey results. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2010-10-03 15:35:39,2021-03-03 22:11:02,opendata@hq.doe.gov,OpenData Program,metropolitan-education-survey-results-43e0a52e
5772655b-78ec-4a3a-8a4b-4fbe1e5a45f4,b5e19456-28d5-581c-bf70-d015b6f89c34,City of New Open Data: Environment,"Open government dataset providing detailed environment information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2016-02-04 15:18:06,2021-03-24 03:56:57,data@federalreserve.gov,Research Data,city-of-new-open-data-environment-5772655b
74d90dba-4908-409b-bf10-14f3c8af47b8,877f0cfd-1a57-54ad-8616-23509f53d594,State of California Open Data: Water,Comprehensive water statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2018-09-05 15:53:51,2024-11-04 15:38:26,noaa.data@noaa.gov,Data Management,state-of-california-open-data-water-74d90dba
74672efb-879b-4ed6-bd96-29b26a031609,f702af7c-3b01-5abd-8846-78fd4f1787b2,National Public Safety Inventory 2017,Comprehensive public safety statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2013-10-23 20:52:02,2021-09-23 14:26:14,nihod@nih.gov,Open Data Office,national-public-safety-inventory-2017-74672efb
61704799-cb74-4969-b839-78d228b92a44,47f1c7c4-b955-570a-95c9-c989daae1511,National Transportation Trends 2011-2012,Federal dataset for national transportation trends 2011-2012. Includes historical records and current measurements across multiple geographic regions.,restricted public,Creative Commons CCZero,2015-10-26 06:23:34,2021-02-10 05:53:34,data@who.int,Global Data,national-transportation-trends-2011-2012-61704799
958cf4df-6c37-49dd-992b-6d05cba79f5d,877f0cfd-1a57-54ad-8616-23509f53d594,Social Services Monitoring Records 2010,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2013-03-05 09:01:14,2023-07-17 22:15:02,noaa.data@noaa.gov,Data Management,social-services-monitoring-records-2010-958cf4df
4c539cc1-9962-4fa9-9a4a-07fd2834e397,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,Business Statistics by Urban (2021),"Open government dataset providing detailed business information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2016-10-13 04:06:47,2023-04-19 12:12:53,opendata@state.ca.gov,CDT Open Data,business-statistics-by-urban-2021-4c539cc1
ffa23a9c-6f91-425c-b72c-078951affc2a,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,National Environment Inventory 2016,Comprehensive environment statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2012-06-29 13:35:17,2022-09-16 09:58:44,nps_data@nps.gov,Data Management,national-environment-inventory-2016-ffa23a9c
785e38e7-cfda-4d03-8cc9-4d1072778af0,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,National Energy Inventory 2015,Federal dataset for national energy inventory 2015. Includes historical records and current measurements across multiple geographic regions.,public,U.S. Government Work,2019-01-30 20:05:06,2023-02-22 05:13:55,nps_data@nps.gov,Data Management,national-energy-inventory-2015-785e38e7
cc9fd23f-a349-48af-9d0b-683dcc96ff51,ce969544-a876-5089-a4f4-33b84dbb3aea,Transportation Statistics by Coastal (2015),Federal dataset for transportation statistics by coastal (2015). Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2016-09-18 13:55:00,2021-07-03 22:13:48,gs-w_data@usgs.gov,Data Management,transportation-statistics-by-coastal-2015-cc9fd23f
8392a742-3df8-47b8-a14e-36606601abb9,f5f8d772-b48e-5309-97f1-3cb1d4a95720,Demographics Statistics by Urban (2012),Federal dataset for demographics statistics by urban (2012). Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2018-05-23 03:10:12,2022-06-15 03:02:56,data@hhs.gov,Open Data Team,demographics-statistics-by-urban-2012-8392a742
d8388070-bb1a-40fa-9b71-285c35c379c5,2e700355-61d6-530f-b2ef-15217fcfd96f,Public Safety Indicators Dashboard,"Open government dataset providing detailed public safety information. Suitable for academic research, journalism, and data science applications.",public,Open Data Commons Public Domain,2016-04-28 20:10:09,2021-08-17 16:43:13,dataportal@cityofchicago.org,Data Analytics,public-safety-indicators-dashboard-d8388070
466b3554-ac7c-4d5a-b51a-f8d96e89ceb9,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Environment Statistics by County-Level (2014),Federal dataset for environment statistics by county-level (2014). Includes historical records and current measurements across multiple geographic regions.,public,U.S. Government Work,2012-03-27 22:06:34,2022-07-28 10:06:03,census.data@census.gov,Data Dissemination,environment-statistics-by-county-level-2014-466b3554
64cabaa9-008e-4e55-a5f0-f99aa2cd58ca,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Federal Science & Research Database 2022,Comprehensive science & research statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons CCZero,2020-06-23 08:35:34,2023-08-06 21:12:04,nps_data@nps.gov,Data Management,federal-science-research-database-2022-64cabaa9
79cf5175-c973-4fad-ae21-8547f089eadd,47f1c7c4-b955-570a-95c9-c989daae1511,Federal Demographics Database 2022,Federal dataset for federal demographics database 2022. Includes historical records and current measurements across multiple geographic regions.,public,U.S. Government Work,2016-10-13 08:51:47,2024-11-19 19:42:58,data@who.int,Global Data,federal-demographics-database-2022-79cf5175
9152e21f-b1df-479a-af67-05b6d92f9d61,f5f8d772-b48e-5309-97f1-3cb1d4a95720,Rural Climate Trends 2022-2023,Comprehensive climate statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2014-10-09 21:30:20,2021-09-11 16:48:07,data@hhs.gov,Open Data Team,rural-climate-trends-2022-2023-9152e21f
bd4b5218-156f-4483-aacb-0bb8cc2f5662,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,State of California Public Safety Dataset 2023,Federal dataset for state of california public safety dataset 2023. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2016-04-14 14:31:44,2024-06-03 08:43:07,data@epa.gov,Data Governance,state-of-california-public-safety-dataset-2023-bd4b5218
1819e927-e9af-4b8c-9498-8f1cc53078e7,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,Health Statistics by Rural (2013),"Open government dataset providing detailed health information. Suitable for academic research, journalism, and data science applications.",restricted public,Other (Open),2014-01-18 16:12:00,2023-04-15 09:21:06,cdcinfo@cdc.gov,Public Health Data,health-statistics-by-rural-2013-1819e927
b44e846a-2bfc-4e47-a06b-1bec346a48ea,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,Public Safety Statistics by National (2019),Comprehensive public safety statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2019-09-06 22:59:30,2023-05-29 20:29:31,opendata@state.ca.gov,CDT Open Data,public-safety-statistics-by-national-2019-b44e846a
76612320-201e-4562-ac9b-4c4f52326d85,3eaccee0-381b-5fbe-af5a-5522264844df,Energy Monitoring Records 2020,This dataset contains energy data collected by federal agencies. It covers key indicators relevant to energy monitoring records 2020 and is updated periodically.,public,License Not Specified,2013-07-11 03:54:34,2021-07-22 06:41:39,data@dol.gov,Chief Data Officer,energy-monitoring-records-2020-76612320
796e22c3-ceba-4d4c-a39f-14aab74b050e,3eaccee0-381b-5fbe-af5a-5522264844df,Urban Climate Survey Results,Comprehensive climate statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2011-08-28 23:17:05,2020-12-19 14:02:17,data@dol.gov,Chief Data Officer,urban-climate-survey-results-796e22c3
ddabc1e1-cc71-479d-b7e9-339cac19e546,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Annual Geospatial Report - National Park Service,"Open government dataset providing detailed geospatial information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2010-12-28 03:58:05,2021-01-08 23:05:11,data@faa.gov,Statistics Division,annual-geospatial-report-national-park-service-ddabc1e1
9e97cc06-83e7-419c-b6ad-7c6e9940eacf,ce969544-a876-5089-a4f4-33b84dbb3aea,State of Texas Housing Dataset 2014,Federal dataset for state of texas housing dataset 2014. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2014-04-03 22:18:11,2021-07-25 04:36:20,gs-w_data@usgs.gov,Data Management,state-of-texas-housing-dataset-2014-9e97cc06
74379c61-a104-425b-9e14-d4f9124f0cef,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,State-Level Water Trends 2017-2018,Federal dataset for state-level water trends 2017-2018. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2010-05-31 18:24:09,2023-01-06 18:13:44,cdcinfo@cdc.gov,Public Health Data,state-level-water-trends-2017-2018-74379c61
6fd0d600-cf16-443b-976b-2ec507d34699,6b76e51e-5b5d-51f2-9f78-a250748c003b,Public Safety Monitoring Records 2014,Federal dataset for public safety monitoring records 2014. Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2020-05-04 03:33:42,2023-07-16 05:30:08,opendata@hq.doe.gov,OpenData Program,public-safety-monitoring-records-2014-6fd0d600
951fc366-2530-4b59-bd46-8ab7af40f89e,b5e19456-28d5-581c-bf70-d015b6f89c34,Annual Transportation Report - Federal Aviation Administration,Federal dataset for annual transportation report - federal aviation administration. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2013-06-08 05:29:34,2021-01-16 00:28:51,data@federalreserve.gov,Research Data,annual-transportation-report-federal-aviation-administration-951fc366
b6f0164c-52a5-4d8f-9003-73dda24033d8,a9817270-ab22-5d9a-bb87-c241b4039796,National Oceanic and Open Data: Social Services,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",restricted public,License Not Specified,2020-09-12 18:25:37,2020-02-28 05:32:10,eddata@ed.gov,Data Quality Group,national-oceanic-and-open-data-social-services-b6f0164c
c43efca7-c06e-42b0-94a6-dd00a46fea11,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Bureau of Labor Open Data: Water,This dataset contains water data collected by federal agencies. It covers key indicators relevant to bureau of labor open data: water and is updated periodically.,public,Creative Commons CCZero,2010-01-04 21:09:12,2024-12-13 05:19:19,census.data@census.gov,Data Dissemination,bureau-of-labor-open-data-water-c43efca7
6ccba48e-60b0-4a38-aece-a238bc826286,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,Metropolitan Energy Trends 2020-2021,Comprehensive energy statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2017-11-02 06:58:30,2023-09-30 12:53:29,cdcinfo@cdc.gov,Public Health Data,metropolitan-energy-trends-2020-2021-6ccba48e
8fafd708-7f27-41db-8aeb-d6a3679c97ee,b5e19456-28d5-581c-bf70-d015b6f89c34,Coastal Criminal Justice Survey Results,Federal dataset for coastal criminal justice survey results. Includes historical records and current measurements across multiple geographic regions.,restricted public,License Not Specified,2011-12-31 07:23:23,2021-11-27 16:52:00,data@federalreserve.gov,Research Data,coastal-criminal-justice-survey-results-8fafd708
52dca132-a8c5-42e0-b877-4100c9361750,3eaccee0-381b-5fbe-af5a-5522264844df,Federal Aviation Administration Open Data: Education,This dataset contains education data collected by federal agencies. It covers key indicators relevant to federal aviation administration open data: education and is updated periodically.,public,Creative Commons Attribution,2014-10-10 04:18:19,2022-03-03 21:52:30,data@dol.gov,Chief Data Officer,federal-aviation-administration-open-data-education-52dca132
dbd6f154-03e1-407a-8496-f99e98a55f17,1cfe6182-d24e-55cd-bf9c-ed4571e81522,U.S. Department of Demographics Dataset 2015,Federal dataset for u.s. department of demographics dataset 2015. Includes historical records and current measurements across multiple geographic regions.,public,U.S. Government Work,2016-06-11 16:24:43,2022-07-20 00:31:41,opendata@records.nyc.gov,Open Data Team,u-s-department-of-demographics-dataset-2015-dbd6f154
51b47f7e-773e-429e-90cf-e17622c791ec,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Annual Elections Report - Centers for Disease,This dataset contains elections data collected by federal agencies. It covers key indicators relevant to annual elections report - centers for disease and is updated periodically.,public,License Not Specified,2020-12-31 13:34:48,2022-02-24 21:05:09,data@faa.gov,Statistics Division,annual-elections-report-centers-for-disease-51b47f7e
52cffb9a-e5db-473b-8e61-e51e4bf8e912,17eef301-f812-5976-9a91-c4ccbb932885,Energy Monitoring Records 2015,"Open government dataset providing detailed energy information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2019-12-22 19:43:23,2021-05-31 13:21:43,dot.data@dot.gov,Data Services,energy-monitoring-records-2015-52cffb9a
d4049941-03d5-4475-a1db-365bcc709a0e,877f0cfd-1a57-54ad-8616-23509f53d594,Water Statistics by Metropolitan (2018),Federal dataset for water statistics by metropolitan (2018). Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2012-10-15 05:05:34,2020-07-12 04:46:09,noaa.data@noaa.gov,Data Management,water-statistics-by-metropolitan-2018-d4049941
28af1e8e-7383-4a1b-9cd9-2e27e9b317ee,17eef301-f812-5976-9a91-c4ccbb932885,Annual Finance Report - Federal Emergency Management,Federal dataset for annual finance report - federal emergency management. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2020-12-29 23:05:21,2023-07-28 23:19:27,dot.data@dot.gov,Data Services,annual-finance-report-federal-emergency-management-28af1e8e
d683c7a3-9cf3-41cc-8de4-fc83635438ee,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,National Social Services Survey Results,Comprehensive social services statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2014-03-13 18:30:13,2024-04-06 13:17:47,femadata@fema.dhs.gov,OpenFEMA,national-social-services-survey-results-d683c7a3
a9a3ff82-a177-4e46-ac79-6eb101e02cbb,55564db0-b0e3-58d0-922e-9bb646183f6f,City of Chicago Business Dataset 2014,This dataset contains business data collected by federal agencies. It covers key indicators relevant to city of chicago business dataset 2014 and is updated periodically.,public,Creative Commons CCZero,2015-03-10 19:50:40,2021-10-13 03:14:14,info@usda.gov,Communications Office,city-of-chicago-business-dataset-2014-a9a3ff82
a1215b65-fcb8-4c9d-8dfe-cda2b01ca6b2,edd359ae-a154-5e6e-9317-3a7cab6d8290,ZIP Code Demographics Trends 2010-2011,Federal dataset for zip code demographics trends 2010-2011. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2013-10-27 10:22:52,2022-06-29 04:29:54,fws_data@fws.gov,Geospatial Services,zip-code-demographics-trends-2010-2011-a1215b65
c77d48da-8dc2-4f6e-915e-52b4a3d8ea1a,f5f8d772-b48e-5309-97f1-3cb1d4a95720,Environment Indicators Dashboard,Federal dataset for environment indicators dashboard. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2018-05-22 16:23:19,2021-08-20 10:28:43,data@hhs.gov,Open Data Team,environment-indicators-dashboard-c77d48da
f3eda38d-6150-47f6-8a14-4f4f5065f377,edd359ae-a154-5e6e-9317-3a7cab6d8290,U.S. Department of Open Data: Environment,Comprehensive environment statistics for research and policy analysis. Data sourced from official government records and surveys.,non-public,Other (Open),2011-06-24 12:38:54,2020-09-09 03:25:13,fws_data@fws.gov,Geospatial Services,u-s-department-of-open-data-environment-f3eda38d
e450bf60-7203-4bb3-b3c1-50d4d7640af6,05cef825-2b53-52ec-98ae-1232be6a74a7,Transportation Indicators Dashboard,Federal dataset for transportation indicators dashboard. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2017-06-13 21:40:48,2023-07-26 10:32:34,nasa-data@nasa.gov,Data Services,transportation-indicators-dashboard-e450bf60
4126baa9-d725-4779-b10f-9299e06904ca,33a3d471-d1cf-551f-ad4f-b99ae751c997,Annual Health Report - City of Chicago,Comprehensive health statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Other (Open),2017-04-29 13:26:26,2021-01-21 20:01:39,blsdata@bls.gov,Data Policy,annual-health-report-city-of-chicago-4126baa9
2c941f67-5cc2-4b4e-8bf3-e08e7c7f0514,1cfe6182-d24e-55cd-bf9c-ed4571e81522,Annual Environment Report - City of Chicago,Comprehensive environment statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,Creative Commons CCZero,2018-05-02 19:56:50,2023-09-01 12:35:32,opendata@records.nyc.gov,Open Data Team,annual-environment-report-city-of-chicago-2c941f67
aba24884-d5c4-480a-945a-d51f2f5e7a9e,6b76e51e-5b5d-51f2-9f78-a250748c003b,Criminal Justice Monitoring Records 2013,"Open government dataset providing detailed criminal justice information. Suitable for academic research, journalism, and data science applications.",restricted public,Creative Commons CCZero,2014-12-23 07:50:11,2022-08-02 16:41:07,opendata@hq.doe.gov,OpenData Program,criminal-justice-monitoring-records-2013-aba24884
bb116e1a-e872-4800-b246-54e7a28879ec,2e700355-61d6-530f-b2ef-15217fcfd96f,Business Monitoring Records 2023,This dataset contains business data collected by federal agencies. It covers key indicators relevant to business monitoring records 2023 and is updated periodically.,public,License Not Specified,2010-10-16 13:16:56,2024-01-06 17:07:45,dataportal@cityofchicago.org,Data Analytics,business-monitoring-records-2023-bb116e1a
50c3b587-8987-429e-83a6-26ddd68d91ba,1cfe6182-d24e-55cd-bf9c-ed4571e81522,Annual Geospatial Report - U.S. Department of,"Open government dataset providing detailed geospatial information. Suitable for academic research, journalism, and data science applications.",public,Open Data Commons Public Domain,2019-07-02 08:48:52,2023-04-02 03:46:10,opendata@records.nyc.gov,Open Data Team,annual-geospatial-report-u-s-department-of-50c3b587
65a41df3-4876-42ab-83db-8ac2e0079c2c,f5f8d772-b48e-5309-97f1-3cb1d4a95720,Geospatial Monitoring Records 2022,Federal dataset for geospatial monitoring records 2022. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2018-06-28 08:21:18,2023-11-12 14:21:50,data@hhs.gov,Open Data Team,geospatial-monitoring-records-2022-65a41df3
0725ccf9-b48f-4956-a8ec-8e4330996b66,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,U.S. Geological Survey Science & Research Dataset 2019,Comprehensive science & research statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2015-05-01 22:28:43,2021-08-26 04:47:51,opendata@state.ca.gov,CDT Open Data,u-s-geological-survey-science-research-dataset-2019-0725ccf9
0f3b5779-ab7b-4709-8df8-9322833278fb,ea0ed734-92dc-575b-87ae-b4491b0a52e3,Rural Social Services Trends 2016-2017,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2016-12-08 05:22:41,2020-11-15 18:54:32,data@dir.texas.gov,Data Governance,rural-social-services-trends-2016-2017-0f3b5779
90a48a46-caeb-48b9-96c3-997080f125ac,a9817270-ab22-5d9a-bb87-c241b4039796,City-Level Science & Research Survey Results,Federal dataset for city-level science & research survey results. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2016-10-28 23:50:07,2023-08-24 06:22:31,eddata@ed.gov,Data Quality Group,city-level-science-research-survey-results-90a48a46
65125398-fa2c-4a85-b6dc-e0d6494c4eeb,877f0cfd-1a57-54ad-8616-23509f53d594,Annual Transportation Report - Social Security Administration,Federal dataset for annual transportation report - social security administration. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2020-10-13 17:54:47,2023-01-06 02:51:03,noaa.data@noaa.gov,Data Management,annual-transportation-report-social-security-administration-65125398
d40aa760-06d6-411e-a45a-4c71348ae786,33a3d471-d1cf-551f-ad4f-b99ae751c997,Federal Health Database 2014,Comprehensive health statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2013-02-10 02:47:12,2024-02-10 02:57:57,blsdata@bls.gov,Data Policy,federal-health-database-2014-d40aa760
aec0641c-c8bb-4470-a511-03105ae0dffd,f5f8d772-b48e-5309-97f1-3cb1d4a95720,Annual Housing Report - Federal Reserve,"Open government dataset providing detailed housing information. Suitable for academic research, journalism, and data science applications.",public,Other (Open),2015-05-04 06:06:34,2023-04-22 06:38:31,data@hhs.gov,Open Data Team,annual-housing-report-federal-reserve-aec0641c
c6dff0e4-f698-4142-b754-d54c7066e590,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,Federal Reserve Public Safety Dataset 2015,Comprehensive public safety statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2015-06-03 16:18:41,2021-09-05 08:55:34,femadata@fema.dhs.gov,OpenFEMA,federal-reserve-public-safety-dataset-2015-c6dff0e4
4658ef48-aa6e-486d-bc6f-a18515ecddec,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,U.S. Department of Open Data: Health,Comprehensive health statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons CCZero,2011-01-23 14:21:40,2023-11-07 17:52:11,data@epa.gov,Data Governance,u-s-department-of-open-data-health-4658ef48
c7395d2a-1f4d-4641-8b22-8179cccacb4d,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Federal Aviation Administration Finance Dataset 2013,Federal dataset for federal aviation administration finance dataset 2013. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2018-10-24 05:54:10,2023-06-03 21:10:20,nps_data@nps.gov,Data Management,federal-aviation-administration-finance-dataset-2013-c7395d2a
